cartodb_id,the_geom,intended_outcomes_other,participation_tasks_other,types_volunteers,status_other,project_topic_other,participant_age_other,gov_contact_email,gov_contact_affiliation,gov_contact,agency_partner_other,recruiting,agency_partner_name,cartodb_georef_status,agency_sponsor_other,scistarter,agency_sponsor,agency_partner,intended_outcomes,participant_age,cartodb_id_0,project_topic,approved,updated_at,created_at,phone,email,zip,state,city,street_address_2,street_address,affiliation,project_contact,participation_tasks,geographic_scope,start_date,status,keywords,project_description,project_url,project_name
96,0101000020E6100000DAC9E02879AB54C068CBB91457C53B40," iCoast enhances USGS prediction models of coastal erosion to better inform emergency managers, coastal planners, and coastal residents of coastal vulnerabilities in their region. iCoast can also be used to educate the public and particularly coastal residents about coastal vulnerabilities from extreme erosion during storms. iCoast can also be used by marine science educators to further science, technology, engineering, and math (STEM) education.
","Volunteers are asked to compare pre- and post-storm aerial photographs and identify coastal changes using predefined keyword tags. By classifying certain coastal features, volunteers are asked to interpret the storm-hazard process and the impacts to the natural and built environment.
","A range of experts and thegeneral public. Volunteers are asked to self-identify their experience and type based on if they are coastal and marine students or scientists, coastal managers and planners, coastal residents, digital crisis volunteers, or other.
",,,"General public or anyone who wants to learn how hurricanes and extreme storms affect the US coastline, and especially people who are familiar with the coast, live on the coast, or study coastal changes
",sophialiu@usgs.gov,usgs,Sophia B Liu,,true,,true,,true,usgs,,"io_education, operational_integration_use, research_advancement","general_public, targeted_group",96,"geology_earth_science, climate_weather, ocean_water",true,2015-09-14 17:01:51.038079+00,2015-03-30 19:57:53.891476+00,"727-502-8072
","nplant@usgs.gov
",33701,FL,St. Petersburg,,600 4th Street South,USGS,Nathaniel Plant,"annotation, classification_tagging, photography, learning, observation, identification",International,2014-06-01,active,"Aerial photographs, Coastal change, Coastal hazards, Natural hazards, Oceanography, Geomorphology
","The iCoast - Did the Coast Change? web application asks volunteers to identify changes to the coast by comparing and tagging aerial photographs taken before and after storms. Your contributions help USGS scientists improve the accuracy of USGS coastal change prediction models and vulnerability assessments that support pre-storm planning and post-storm rescue, recovery, and mitigation efforts. It is also a great educational tool for teaching students and even coastal residents about coastal hazards.
","http://coastal.er.usgs.gov/icoast
",iCoast- Did the Coast Change?
66,0101000020E6100000AE2AFBAE083853C031992A1895804340,,"Evaluation and synthesis of complex data from multiple sources, judgement of tweet content, and response to alerts.  The public can contribute to Aurorasaurus by both reporting an observation and by verifying sightings made by others. ",,,,,amy.p.kaminski@nasa.gov,nasa,Amy Kaminski,,true,"New Mexico Consortium, Los Alamos National Laboratory",true,,true,"nasa, nsf","college_university, formal_nonprofit_ngo","community_engagement_outreach, research_advancement, io_education",general_public,174,"astronomy_space, climate_weather, nature_outdoors, physics, computers_technology",true,2015-09-14 17:01:51.038079+00,2015-04-08 16:15:57.886427+00,301-286-6690,elizabeth.a.macdonald@nasa.gov,87544,NM,Los Alamos,4200 W. Jemez Rd.,New Mexico Consortium,NASA and New Mexico Consortium,Elizabeth MacDonald,"Observation, Classification, Geolocation, Identification, Photography",International,2014,active,"Space Weather, aurora borealis, Ground Truthing, Mobile Application, natural phenomena","Aurorasaurus is the first citizen science project that aggregates relatively rare sightings of the Northern and Southern Lights in order to improve real-time tracking and understanding of the beautiful phenomenon. The Aurorasaurus project allows the public to enter their observations of aurora through their website, as well as on a mobile application platform, in order to better characterize their frequency, location, and rare visual characteristics. We also collect related tweets, map them, and ask users to help verify these as real-time sightings. During periods of high aurora activity, Aurorasaurus sees a significant uptick in public reporting of the phenomenon, allowing the project to ground truth the data being collected by other instruments, and alert registered users in real-time. Informal educational resources are offered as well. ",http://www.aurorasaurus.org,Aurorasaurus
34,0101000020E6100000B37BF2B050515AC02EE23B31EB014440,,,,,,,john.mclaughlin@noaa.gov,noaa,John McLaughlin,,,,true,,false,noaa,,"operational_integration_use, proof_of_concept",general_public,209,"geology_earth_science, ocean_water",true,2015-09-16 18:38:24.656668+00,2015-09-14 20:40:20.301434+00,3034976419,jennifer.jencks@noaa.gov,80305-3328,CO,Boulder,,"325 Broadway, E/GC3",NOAA NCEI,Jennifer Jencks,measurement,International,2014-10-10,active,"crowd source, bathymetry, echo sounders, web map services, nautical charting, GEBCO","The International Hydrographic Office (IHO) is coordinating a Crowd-Sourced Bathymetry (CSB) data gathering proof of concept project with SeaID, the Professional Yachting Association (PYA) and the IHO Data Center for Digital Bathymetry (IHO DCDB). SeaID is developing and installing data loggers on 12 super yachts that will collect reliable xyz data from standard digital echo sounders and GNSS receivers. 

The data is being assembled and sent to the IHO DCDB hosted at NOAA's National Centers for Environmental Information in Boulder, Colorado, where it will be made available to the public via an interactive web map service.  This data pathway is currently being developed so that automated data input (and data exports) into standard database is established.

The ultimate objective of this CSB project is to make it easy for every trusted mariner to contribute to the global IHO DCDB bathymetric database and to make this data readily accessible for a range of uses, including nautical charting and global digital datasets such as the General Bathymetric Chart of the Oceans (GEBCO).",http://www.ngdc.noaa.gov/iho/#csb,IHO Crowd Source Bathymetry Pilot Project
218,0101000020E61000003563D174769E52C0AD2F12DA72BE4340,,,The volunteers that help with this survey are interested in bird watching ,,,Adult,jana_newman@fws.gov,fish_wildlife_service,Jana Newman,,true,"Cornell Lab of Ornithology, National Audubon Society",,,true,fish_wildlife_service,"college_university, formal_nonprofit_ngo","conservation, io_education, research_advancement",general_public,,"Animals, Birds, Nature and outdoors",,,,970-266-2922,jana newman@fws.gov,22401,VA,Falls Church,,5275 Leesburg Pike,US FWS,Jana  Newman,"data_entry, identification, learning, observation",National Wildlife Refuges,2002-06-30,Active,"Birds, occurrence; refuges","In collaboration with Cornell Lab of Ornithology and National Audubon Society, many national wildlife refuges now have an eBird Trail Tracker kiosk where visitors can check which birds are currently being seen in the area, learn more about those birds and add their own sightings. You may also post observations on the national eBird website.",http://www.fws.gov/refuges/birding/ebirdTracker.html,National Wildlife Refuge System eBird Tracker
219,0101000020E6100000C68A1A4CC3D25DC0969526A5A0234140,Post delisting monitoring,,"Volunteers skilled in bird identification, familiar with Cornell eBird data entry, but also open to all members of public",,"natural resource management, connecting people with nature",birders,robert_mcmorran@fws.gov,fish_wildlife_service,Robert McMorran,,true,"National Audubon Society, California Audubon, Cornell Lab of Ornithology, Audubon network",,,true,fish_wildlife_service,"college_university, community_group, formal_nonprofit_ngo","community_engagement_outreach, inform_public_policy, io_education, research_advancement, Other","general_public, Other",,"animals, biology, birds, climate_weather, ecology_environment, nature_outdoors, ocean_water, science_policy, Other",,,,805-644-1766,aweinstein@audubon.org,93003,CA,Ventura,Suite B,2493 Portola Rd,Audubon,Anna Weinstein,"classification_tagging, data_entry, geolocation, identification, measurement,  observation, photography, site_selection_description","Pacific coastline including 113 sites across Oregon, Washington and California",2016-05-07,active,"brown pelican, citizen science, birds, pacific coast, channel islands","The U.S. Fish and Wildlife Service is partnering with Audubon and Cornell Lab of Ornithology to launch the first ever citizen science survey for California brown pelicans across the Pacific coast! The survey will take place during a two hour window from 5:00 p.m. to 7:00 p.m. May 7, 2016 across more than 100 sites in Washington, Oregon, and California, and will help conservation professionals collect important data on the distribution and abundance of California brown pelicans across the Pacific coast. ",http://ca.audubon.org/brownpelicansurvey,California Brown Pelican Citizen Science Survey
99,0101000020E61000004D672783A37E5CC0957D5704FF3F4840,,,,,,,"elaine_leslie@nps.gov
",nps,Elaine Leslie,,true,,false,,true,nps,"college_university, formal_nonprofit_ngo","community_engagement_outreach, io_education, inform_public_policy, operational_integration_use, research_advancement","families, general_public, middle_school_children, seniors, teens",189,"animals, biology, ecology_environment, nature_outdoors",true,2015-09-14 17:01:51.038079+00,2015-08-28 14:17:00.180468+00,406-888-7986,glac_citizen_science@nps.gov,59936,MT,West Glacier,,194 Mather Dr.,National Park Service,Crown of the Continent Research learning Center,"classification_tagging, finding_entities, geolocation, identification, learning, measurement, observation, photography, specimen_sample_collection","Glacier National Park
","2004-03-31
",active_but_seasonal,"Goat, Goats, Sheep, Mountain Goat, Mountain Goats, Bighorn Sheep, Pika, Pikas, Ochotona princeps, Ovis canadensis, Oreamnos americanus, Glacier, Glacier National Park, Glacier Park, National Park, NPS, Park, Parks, National Park Service, Montana","Participants attend a one-day classroom and field based education program, where they learn about species identification, management concerns, and how to observe and document observations of mountain goats, bighorn sheep, and pikas. They also learn how to use field equipment such as spotting scopes, compasses, and GPS receivers. Once trained, participants select survey sites from a list of mapped locations. Hiking distances to the sites range from along the roadside up to fifteen miles each way. Mountain goat and bighorn sheep surveys consist of one hour observing the selected site with binoculars and a spotting scope. During pika surveys, participants traverse talus (boulder) fields looking under rocks for pikas, pika scat, and food caches (haypiles).
High country habitats are highly vulnerable to impacts from climate change, yet, little is known about how these changes may impact high elevation wildlife. Mountain goat and pika population declines have been documented in areas outside of Glacier. The primary goal of the project is to collect baseline information about population size and distribution and to monitor population trend over time.",http://www.crownscience.org/getinvolved/citizen-science/high-country,High Country Citizen Science Project at Glacier National Park
220,0101000020E6100000F88F01B02CD452C09287CFE76D764340,Recovery of Endangered Species,"live capture, re-sighting marked animals","Volunteers familiar with identifying shorebirds, resighting color marked birds, capturing and measuring  those that have been caught, keeping detailed records and QA/QC of field collected data",,Natural Resource Management,Adults comfortable handling wild birds and being outdoors for long periods of time,gregory_breese@fws.gov,fish_wildlife_service,Gregory Breese,,true,"Delaware Department of Natural Resources and Environmental Control, Delaware Museum of Natural History",,,true,fish_wildlife_service,"museum, state_local_govermment","community_engagement_outreach, io_education, inform_public_policy, regulation, research_advancement, other",other,,"animals, biology,ecology_environment, health_medicine, nature_outdoors, ocean_water, science_policy, other",,,,302-653-9152,gregory_breese@fws.gov,,AL,,,,US Fish & Wildlife Service,Gregory Breese,"annotation, classification_tagging, data_entry, finding_entities, identification, learning, measurement, observation, sample_analysis, specimen_sample_collection, transcription, other",Delaware Bay,1997-05-01,Active,"Red Knot, shorebird, wader, horseshoe crab, monitoring, Delaware","The Delaware Shorebird Project involves a dedicated team of scientists, local volunteers, researchers and birders working to mitigate the threat to our shorebirds. Since 1997, they have researched the populations and health of migratory shorebirds. Their research is vital to an international network that supports and directs shorebird habitat protection and management plans. You can be a part of this important work, helping to preserve this awe-inspiring natural cycle.",http://www.dnrec.delaware.gov/fw/Shorebirds/Pages/default.aspx,Delaware Shorebird Project
89,0101000020E61000006AF6402B30D854C0AC8BDB6800FB4040,,"Marine Debris Tracker is a mobile application available for free download in the Google Play and Apple stores. The app is designed for beach cleanup data collection. Instead of marking debris on a paper data, volunteers may simply use the mobile app to continually log debris during a walk on the beach. At the end of each day, volunteers are invited to View and Submit the data observed. All data (in an Excel file) will be available for pubilc download from the View and Get Data Page.",,,,,"john.mclaughlin@noaa.gov
",noaa,John McLaughlin,,,,true,,false,noaa,college_university,"community_engagement_outreach, operational_integration_use",middle_school_children,82,ecology_environment,true,2015-09-14 17:01:51.038079+00,2015-03-30 18:38:00.304169+00,,jjambeck@engr.uga.edu,30602,GA,Athens,Carleton St.,University of Georgia,University of Georgia,Jenna Jambeck,,International,2011,active,"Water Quality, Volunteer Monitoring, Debris","The Mobile App Marine Debris Tracker is a joint partnership of the NOAA Marine Debris Division and the Southeast Atlantic Marine Debris Initiative (SEA-MDI), located within the College of Engineering at the University of Georgia. 

A primary goal of SEA-MDI is to use innovative technologies and unique expertise to add culturally relevant outreach tools and information to the current NOAA Marine Debris Division. Marine Debris Tracker is the first product of this initiative. It is our hope that it will spread awareness of marine debris, as well as serve as an easy to use and simple tool for marine debris data collection.",http://www.marinedebris.engr.uga.edu/,Marine Debris Tracker
123,0101000020E61000007A53910A63615AC0B1DCD26A48304440,,"Students participating in the exchange travel to a national park in a ""sister city,"" and conduct citizen science research. Research activities may include monitoring shared and related species, examining footage from trail cameras, and learning park management practices.",,,,,"elaine_leslie@nps.gov
",nps,Elaine Leslie,,,Sister Cities,true,,false,nps,formal_nonprofit,"education, operational_integration_use, research_advancement",teens,123,"animals, biology, birds, ecology_environment, education, nature_outdoors",true,2015-09-14 17:01:51.038+00,2015-03-31 19:24:04.938+00,(970) 586-1416,ben_baldwin@nps.gov,80517,CO,Estes Park,,"500 Big Thompson Avenue	",NPS,Ben Baldwin,,International,2015,pending,"STEM education, Costa Rica, students, exchange, national parks","Through a collaboration with the Sister Cities program, Estes Park (the gateway community to Rocky Mountain National Park) supports a high school student science exchange with the Santa Elena Cloud Forest in Costa Rica. Students who participate study several common species in both parks, including Mountain Lions/ Pumas and birds. Note that this project is currently in the pilot phase.",http://www.nps.gov/rlc/continentaldivide/international-partnerships.htm,The Costa Rica Science Exchange
221,0101000020E6100000033E3F8C104A5DC081ECF5EE8F5B4040,"Build conservation stewardship within the local communities, Provide information for forest managers","establish monitoring locations, maintain equipment, upload data, interpret data",Anyone interested interested in the ecology of their backyard,,"wildlife management, mammals, forest management",,clark_winchell@fws.gov,fish_wildlife_service,Clark Winchell,,true,"San Diego Museum of Natural History, University of California",,US Forest Service (USFS),false,fish_wildlife_service,"college_university, museum","inform_public_policy, research_advancement, Other",general_public,,"animals, ecology_environment, Other",,,,760-431-9440,clark_winchell@fws.gov,92101,CA,San Diego,Balboa Park,1788 El Prado,USFWS,Clark Winchell,"classification_tagging, finding_entities, photography, Other",San Bernardino Mountains,2015-09-18,active,"Flying Squirrel, habitat, San Bernardino Mountains","The U.S. Fish and Wildlife Service is partnering with the San Diego Museum of Natural History, University of California at San Diego and the U.S. Forest Service to organize and work alongside citizen scientists in the Big Bear and Lake Arrowhead communities in the San Bernardino Mountains to study an insular population of  flying squirrels.  Our objective is to develop habitat models that will permit mangers to compare occupancy rates between the developed and undeveloped areas of the forest.  Citizen scientists will be deploying motion sensitive cameras and bait stations at various locations to monitor the presence/absence of flying squirrels.  Citizen scientists are responsible for the establishment, maintenance and data management of individual stations (sample points).",http://www.sdnhm.org/science/birds-and-mammals/projects/flying-squirrel-study/,Urban Edge Habitat Use by the San Bernardino Flying Squirrel
105,0101000020E6100000060DFD131CAB55C05BE6F891F0524140,n/a,"The Lunar Mapping and Modeling Project is based on an easy-to-use browsing tool that gives the user access to various visualization and analysis instruments.  These tools include: the Lunar Mapper, which is a web-based geographic analysis system, and the Integrated Lunar Information Architecture for Decision Support application (ILIADS) which is a downloadable geospatial information program. Through the use of these tools, users can aid future mission planning and research through the manipulation and characterization of Lunar information.","Students and/or members of the public interested in our missions of exploration; members of the software development community.
",,,"Undergraduates, software dev communities","amy.p.kaminski@nasa.gov
",nasa,"Amy Kaminski
",,true,"California State University Los Angeles
",true,,true,"nasa, usgs",college_university,"io_education, operational_integration_use, research_advancement","general_public, teens, middle_school_children, elementary_school_children, families, targeted_group",133,"astronomy_space, computers_technology",true,2015-09-14 17:01:51.038079+00,2015-04-06 20:27:51.671479+00,"650-604-2605
","brian.h.day@nasa.gov
","94035
",CA,"Moffett Field
","Mail Stop 17-1
","NASA Ames Research Center
","NASA SSERVI
","Brian Day
","diy_hacking_making, geolocation, learning, measurement, site_selection_description",International,2011-05-01,active,"Space, Moon, Mars, Vesta, Asteroids, Mapping, Planetary Science, Lunar Science, Mission Planning Virtual, Crowdsourcing, NASA
","The web portals produced by the Lunar and Planetary Mapping and Modeling Project provide interactive online tools that allow anybody with an Internet connection to search, view, and analyze the immense database of  images and digital records collected from a variety instruments aboard a number of spacecraft studying a growing number of worlds. The project, which is magaged through SSERVI at NASA Ames developed at JPL, provides a platform for anyone to conduct in-depth analyses. These insights are used to support mission planning and planetary science for upcoming exploration and science missions to planetary bodies. The Lunar Mapping and Modeling Project is funded through NASA Science Mission Directorate and Human Exploration Operations Mission Directorate. The project works with NASA Challenge programs in order to engage the global software development community through contests and hackathons to come up crowdsourced solutions to develop new tools and enhance existing tools for planetary data visualization and analysis. The project is also charged to provide the public with tools that will facilitate their better understanding of and participation in the process of selecting sites for future exploration. 
",http://lmmp.nasa.gov,"Lunar and Planetary Mapping and Modeling Project
"
50,0101000020E610000050DF32A7CBB05BC0452FA3586EBD4540,,,,,,,Samuel.crowell@osec.usda.gov,doa,Samuel Crowell,college_university,true,"Nature Mapping Jackson Hole, Utah State University",true,doa,false,"usfs, doa",community_group,"community_engagement_outreach, inform_public_policy, operational_integration_use",adults,227,"animals, birds, transportation","true
",2015-09-30 13:54:14.23852+00,2015-09-29 16:28:59.7321+00,3077395411,kmmurphy02@fs.fed.us,83001,WY,Jackson,,340 N. Cache P.O. Box 1888,US Forest Service,Dennis L Krusac,"data_entry, identification, observation",Local,2009-01-29,active,"Wildlife, travel management, monitoring, Citizen Sceince","Gros Ventre Project - A Cooperative Project with the U.S. Forest Service & Nature Mapping

In January 2009, the Bridger-Teton National Forest issued a new travel and use plan that affected road use throughout the forest including in the Gros Ventre drainage. Forest Service staff did not have the resources needed to adequately cover the monitoring needs therefore creating an ideal situation where volunteer citizen scientists could assist to collect critical information that will inform decisions and engage people in a timely and meaningful wildlife project. The spring of 2011 represented the second year of this data collection effort. The project is expected to continue through 2012 or 2015 (3-5 years total).

Project Background

The Gros Ventre drainage is critically important for many wildlife species and was a primary focus during the motor vehicle planning process. The new motor vehicle designations made some significant changes in this drainage to reduce impacts on wildlife, reduce maintenance costs and improve the ability to enforce travel regulations. 

One change was a new seasonal restriction prohibited public motor vehicle use until June 1st in the upper portion of the drainage beyond the Slate/Crystal Creek junction. This change was primarily intended to protect the native soil road surface in the upper portion of the drainage thereby reducing road maintenance costs and to benefit wildlife during the transition from winter to summer range. 

Existing data shows that the drainage is important for elk calving, pronghorn antelope migration, bighorn sheep, as well as sage grouse leks. 

The USFS and Nature Mapping wanted to establish a baseline and gain more knowledge about how animals were distributed in the drainage during the critical spring transition from wintering to summering grounds. 

Gathering this information consistently each year provides critical information on the efficacy of the seasonal restriction.",http://www.naturemappingjh.org/Gros-Ventre-Project.aspx,Gros Ventre Project
65,0101000020E6100000B37BF2B050515AC02EE23B31EB014440,,,,,,,"john.mclaughlin@noaa.gov
",noaa,John McLaughlin,,true,,true,,true,noaa,college_university,"community_engagement_outreach, proof_of_concept, research_advancement",general_public,193,"astronomy_space, geology_earth_science, nature_outdoors, physics, transportation",true,2015-09-14 17:01:51.038079+00,2015-09-10 20:24:05.159083+00,303-497-4642,manoj.c.nair@noaa.gov,80027,CO,Boulder,,325 broadway St,NOAA/CIRES,Manoj Nair,"geolocation, measurement",International,2014-10-15,active,"magnetic navigation, geomagnetism, magnetometer, smartphones","In CrowdMag project, NOAA explore whether digital magnetometers built in modern mobile smartphones can be used as scientific instruments. With CrowdMag mobile apps, phones all around the world send magnetometer data to NOAA. At NOAA, we check quality of the magnetic data and make data available to the public as aggregate maps and charts. We have two long-term goals: 1) Create near-real-time models of Earth's time changing magnetic field by combining crowdsourced magnetic data with real-time solar wind data. and 2)   Map local magnetic noise sources (for e.g. power transformer and iron pipes) to improve accuracy of the magnetic navigation systems.",http://www.ngdc.noaa.gov/geomag/crowdmag.shtml,CrowdMag
222,0101000020E61000001F680586AC4653C078B988EFC4704340,S&T ideas,,,,,,aaron.m.chan2.civ@mail.mil,dod,Aaron Chan,,true,,,Department of the Army,false,dod,,"research_advancement, Other","general_public, targeted_group",,"archeology, astronomy_space, biology, chemistry, climate_weather, computers_technology, disaster_response, ecology_environment, education, food, geography, geology_earth_science, health_medicine, physics, psychology, social_science, transportation",,,,7036970427,aaron.m.chan2.civ@mail.mil,22202,VA,Arlington,,2800 Crystal Drive,Deputy Director,Aaron Chan,"annotation, classification_tagging, identification, problem_solving",N/A,2014-08-01,active,"Defense, Army, Technology, Futures",Crowdsource S&T Ideas from a diverse community that could have Army implications in the far future,futures.armyscitech.com,Technology Wargaming
223,0101000020E61000000B24287E8C515DC0E370E657736C4040,,,anyone who can read English,,,,couchj@ctep.nci.nih.gov,nih,Jennifer Couch,,true,,,,true,nih,,"io_education, research_advancement",general_public,,"biology, education, health_medicine",,,,858-784-2079,asu@scripps.edu,92037,CA,La Jolla,,10550 North Torrey Pines Road,Scripps Research Institute,Andrew Su,"annotation, classification_tagging, data_analysis, learning",n/a,February 2015,active,"NGLY1, annotation, biomedical, literature, scientific communication","Mark2Cure allows anyone that can read English, regardless of background, to help in the process of biomedical discovery. Scientific literature is growing at a rate of more than 2 new articles every single minute. It is hard for scientists to know what to read and to read everything that is relevant. Mark2Cure works by teaching citizen scientists to precisely identify concepts and concept relationships in biomedical text. This is a task that anyone can learn to do and can perform better than any known computer program. Once these tasks are completed, advanced statistical algorithms take the data provided by the volunteers and use it to provide scientists with new tools for finding the information that they require within the sea of biomedical knowledge.",https://mark2cure.org/,Mark2Cure
